State,County,Year,Month,Flood Occurrence Count,DSCI,None,D0,D1,D2,D3,D4,Population Density,Housing Unit Density,PCP Value,PCP Rank,PCP Anomaly (1901-2000 base period),1901-2000 PCP Mean,TMAX Value,TMAX Rank,TMAX Anomaly (1901-2000 base period),1901-2000 TMAX Mean,TAVG Value,TAVG Rank,TAVG Anomaly (1901-2000 base period),1901-2000 TAVG Mean,TMIN Value,TMIN Rank,TMIN Anomaly (1901-2000 base period),1901-2000 TMIN Mean,DEM Count,DEM Area,Land Area (Sq Mi),Land Area (Sq Km),Rank (Land Area),Water Area (Sq Mi),Water Area (Sq Km),Rank (Water Area),Total Area (Sq Mi),Total Area (Sq Km),Rank (Total Area),Slope Min,Slope Max,Slope Range,Slope Mean,Slope Std,Slope Sum,Slope Median,Slope Pct90,Elevation Min,Elevation Max,Elevation Range,Elevation Mean,Elevation Std,Elevation Sum,Elevation Median,Elevation Pct90,Flow Accumulation Min,Flow Accumulation Max,Flow Accumulation Range,Flow Accumulation Mean,Flow Accumulation Std,Flow Accumulation Sum,Flow Accumulation Median,Flow Accumulation Pct90,Curvature Min,Curvature Max,Curvature Range,Curvature Mean,Curvature Std,Curvature Sum,Curvature Median,Curvature Pct90,Planar Curvature Min,Planar Curvature Max,Planar Curvature Range,Planar Curvature Mean,Planar Curvature Std,Planar Curvature Sum,Planar Curvature Median,Planar Curvature Pct90,Profile Curvature Min,Profile Curvature Max,Profile Curvature Range,Profile Curvature Mean,Profile Curvature Std,Profile Curvature Sum,Profile Curvature Median,Profile Curvature Pct90
NV,Clark County,2010,1,3,245,0,0.509032258,54.32967742,45.16129032,0,0,24.62051422,12.39531427,2.74,121,1.7816,0.96,54.9,85,1.704,53.2,45.4,85,1.972,43.4,36,94,2.355,33.6,27104326,2.091383179,7891.42,20438.68,6,169.38,438.69,2,8060.8,20877.38,6,0,78.0610733,78.0610733,8.300512938,9.287194533,224979808.6,3.902926445,22.8973217,144.0630493,3628.923828,3484.860779,1008.17185,487.2594773,27340387583,914.6258545,1681.684082,0,45200532,45200532,7203.62135,448938.5703,1.95E+11,2,114,-2.75E+11,3.10E+11,5.85E+11,171612185.9,5578047903,4.65E+15,35770.34375,4632771584,-2.75E+11,3.10E+11,5.85E+11,171612185.9,5578047903,4.65E+15,35770.34375,4632771584,-2.58E+11,2.52E+11,5.10E+11,171624912.5,5102753480,4.65E+15,8305664,4402522112
VA,Alleghany County,2010,1,2,0,100,0,0,0,0,0,13.94070276,6.94927212,3.72,99,0.6501,3.07,36.5,18,-4.891,41.4,28.9,34,-3.002,31.9,21.3,48,-1.101,22.4,1542254,0.11900108,445.46,1153.74,37,3.3,8.55,65,448.76,1162.28,39,0,55.47034836,55.47034836,15.17015264,8.202012612,23396228.59,14.92273521,26.30229454,302.3504333,1235.274536,932.9241028,622.2988956,172.658811,960876789.5,599.4020691,861.6983032,0,2835011,2835011,3824.795146,80759.68499,5905774390,2,32,-77609033728,87670710272,1.65E+11,4590513.481,9816280893,7.09E+12,317830080,11742705664,-47610392576,41584754688,89195147264,242053492.7,5818171508,3.74E+14,253009072,6628368640,-54507659264,44895068160,99402727424,237465622.9,5885213887,3.67E+14,0,6597176320
VA,Amherst County,2010,1,4,0,100,0,0,0,0,0,26.11391527,11.28025673,5.55,116,2.0046,3.55,41,33,-2.857,43.9,32.1,36,-2.211,34.3,23.2,47,-1.558,24.8,1640328,0.126568519,473.93,1227.47,30,4.92,12.74,49,478.85,1240.22,31,0,43.79501724,43.79501724,9.933990146,6.889978902,16295002.19,8.152097702,20.34341869,117.9761658,1236.258179,1118.282013,340.5577299,199.4241588,558626380,257.0989685,644.8489624,0,12187370,12187370,16120.76882,417257.6484,26443348478,1,28,-66288136192,56254341120,1.23E+11,-2320859.015,6619579436,-3.81E+12,721287616,7327776973,-37982281728,33652836352,71635118080,151525239.4,3977114610,2.49E+14,311481616,4359219917,-36458082304,40619290624,77077372928,153847001.4,3912765220,2.52E+14,-214342736,4722061670
VA,Bedford County,2010,1,2,0,100,0,0,0,0,0,37.66155545,17.53005245,5.21,117,1.8035,3.41,41.4,26,-3.552,45,32.6,29,-2.689,35.3,23.8,40,-1.824,25.6,2648546,0.204363117,753.02,1950.31,5,16.23,42.04,25,769.25,1992.35,7,0,47.25701523,47.25701523,8.008530967,6.022824917,21210962.66,6.325768471,16.65507126,162.5114136,1285.711304,1123.19989,319.234765,134.236567,845507959.8,277.3320007,481.0548401,0,11001806,11001806,2946.372226,127331.0476,7803602374,1,29,-1.10E+11,52428238848,1.63E+11,-2646559.76,5678660256,-7.01E+12,577401856,6103041536,-67398500352,34714980352,1.02E+11,128320287.2,3366611825,3.40E+14,243716352,3564319232,-42970263552,76451012608,1.19E+11,130969007.1,3392697033,3.47E+14,-189694216,4075961216
VA,Campbell County,2010,1,3,0,100,0,0,0,0,0,41.78221891,18.85797349,4.49,108,1.1018,3.39,42.9,39,-2.234,45.1,33.3,38,-2.113,35.4,23.7,40,-1.983,25.7,1728102,0.133341204,503.87,1305.02,22,3.46,8.96,60,507.33,1313.98,25,0,35.27682114,35.27682114,4.884229362,3.419334311,8440446.529,4.103264332,9.157331753,107.5409622,436.4962769,328.9553146,212.3803175,40.44977585,367014851.4,210.3925705,265.4950226,0,11726062,11726062,5385.874736,183733.1527,9307340903,1,28,-50280333312,38675365888,88955699200,1583314.576,4133287487,2.74E+12,428374496,4209229389,-27423035392,28076187648,55499223040,81185392.58,2281506430,1.40E+14,178694920,2362952294,-29355483136,29309444096,58664927232,79603001.09,2608434767,1.38E+14,-170167912,2847067597
VA,Culpeper County,2010,1,1,0,100,0,0,0,0,0,47.27434218,17.82653895,3.57,95,0.5461,3.02,42.4,51,-0.972,43.4,33.6,69,0.431,33.2,24.8,85,1.845,23,1325925,0.102309028,379.23,982.2,51,3.31,8.57,64,382.54,990.77,52,0,30.75470543,30.75470543,3.419869955,2.771061506,4534491.07,2.81578064,6.962558651,31.82107544,329.8864136,298.0653381,119.3609596,30.06273007,158263680.4,114.7947922,160.8677032,0,2992864,2992864,4236.556907,82716.38912,5617356717,1,30,-54804193280,66685472768,1.21E+11,-304072.6499,4269612801,-4.03E+11,14238281,4706621952,-32793858048,39451385856,72245243904,92821386.35,2401283057,1.23E+14,51139796,2642069248,-36669485056,34625306624,71294791680,93207278.95,2503438867,1.24E+14,4565823.5,2565030400
VA,Franklin County,2010,1,1,0,100,0,0,0,0,0,30.48222648,15.91070644,5.72,119,2.4093,3.31,42.2,24,-3.359,45.6,32.9,30,-2.539,35.4,23.6,40,-1.713,25.3,2417646,0.186546759,690.43,1788.21,7,21.12,54.7,23,711.55,1842.91,9,0,45.75933075,45.75933075,8.300388199,6.033175544,20067400.33,6.726758003,16.80292702,202.8021393,1081.489624,878.6874847,365.5963091,115.0774098,883882454.3,339.4043427,487.1253052,0,3370016,3370016,2124.990849,47599.27005,5137475625,1,30,-46706704384,55263596544,1.02E+11,364237.9146,6261530707,8.81E+11,605641088,6705360384,-35831877632,44479819776,80311697408,141873637.4,3729065707,3.43E+14,265896200,3852504704,-41764487168,38729347072,80493834240,141513076.1,3719369913,3.42E+14,-180349200,4507634176
VA,Greene County,2010,1,1,0,100,0,0,0,0,0,45.41584646,18.52608268,4.47,112,1.3158,3.15,39.8,40,-2.404,42.2,31.5,52,-0.956,32.5,23.3,69,0.6,22.7,541296,0.041766667,156.25,404.69,92,0.66,1.71,104,156.91,406.4,97,0,44.73187256,44.73187256,9.38807428,7.402271617,5081727.056,6.804608345,20.83481216,105.4195404,1105.744629,1000.325089,352.8980464,241.8617054,191022300.9,219.7596741,775.499115,0,467438,467438,524.2842086,9036.681279,283792945,1,34,-60399738880,99689799680,1.60E+11,-8511983.245,6434864505,-4.61E+12,382307744,6780388096,-40509452288,61994606592,1.03E+11,102762142.8,3911843962,5.56E+13,235993184,4093284992,-39766355968,44483313664,84249669632,111302745.6,3506503633,6.02E+13,-82925268,4012021376
VA,Nelson County,2010,1,1,0,100,0,0,0,0,0,12.19250118,8.089803494,4.82,110,1.396,3.42,41.2,41,-2.217,43.4,32.3,45,-1.534,33.8,23.4,53,-0.848,24.2,1628120,0.125626543,470.86,1219.52,32,3.45,8.94,61,474.31,1228.46,35,0,50.01252365,50.01252365,11.10403862,7.751975213,18078707.35,9.221971989,22.73962517,89.52388763,1239.340698,1149.816811,337.1638414,228.4019044,548943193.5,238.7335205,734.0841797,0,14269268,14269268,10644.46321,354423.509,17330463449,1,31,-87540350976,94399569920,1.82E+11,-780903.7789,8766922851,-1.27E+12,813084992,9003182080,-58179399680,52451471360,1.11E+11,153652328.3,5351686335,2.50E+14,397678352,5445870899,-53528178688,55053602816,1.09E+11,154508635.9,4796769710,2.52E+14,-229430144,5549148723
VA,Patrick County,2010,1,6,0,100,0,0,0,0,0,14.67736809,8.022886205,6.67,121,2.9337,3.74,42.3,31,-2.688,45,32.9,36,-2.127,35,23.5,46,-1.565,25.1,1642216,0.126714198,483.1,1251.22,27,2.77,7.17,76,485.87,1258.4,30,0,53.36567307,53.36567307,10.38979425,7.253031918,17062286.36,8.536287308,20.7229681,234.2951508,1078.785645,844.4904938,482.0685031,175.4205531,792630048.6,426.3099976,818.9708374,0,691199,691199,794.3977164,12722.96413,1306170174,1,27,-57233223680,96647241728,1.54E+11,-1526327.455,7712046362,-2.51E+12,716937024,8268517888,-44332732416,63486242816,1.08E+11,194326505.6,4663812158,3.20E+14,369357408,4874678477,-60732514304,43079512064,1.04E+11,195853897.8,4491501702,3.22E+14,-188838144,5410736333
VA,Staunton City,2010,1,1,0,100,0,0,0,0,0,457.3603083,226.1849711,3.71,108,1.0252,2.68,38.3,27,-3.741,42,30.2,35,-2.272,32.5,22.1,58,-0.802,22.9,68906,0.005316821,19.98,51.75,108,0.06,0.16,122,20.04,51.9,109,0,33.11208725,33.11208725,5.599891895,3.439477453,385866.1509,5.078835249,9.992193699,379.6974792,594.9874878,215.2900085,452.4799915,33.6523901,31178586.3,452.4920959,497.183197,0,69308,69308,302.4562302,3466.868295,20841049,1,25,-41140801536,44339904512,85480706048,15206089.45,3890701449,1.05E+12,103010012,4362352128,-19497689088,26567731200,46065420288,200570715.8,2062869405,1.38E+13,180812576,2509398656,-36866363392,31628963840,68495327232,185364625.9,2552211630,1.28E+13,63818042,2911112192
VA,Augusta County,2010,3,1,0,100,0,0,0,0,0,29.2636368,12.41549083,3.83,86,0.4078,3.42,55.9,91,2.987,52.9,45,100,3.274,41.7,34.1,111,3.571,30.5,3349309,0.258434336,967,2504.52,2,3.86,10,56,970.86,2514.52,3,0,45.91569138,45.91569138,9.141470766,7.743450201,30617610.31,6.438438416,21.54697418,322.7993469,1360.403564,1037.604218,573.2775926,178.8327252,1920338336,525.2053833,844.2396729,0,1451500,1451500,1322.233382,28545.11705,4429155237,2,30,-71493771264,57737179136,1.29E+11,-662417.7258,5960069196,-2.22E+12,162870112,6193335808,-45074575360,39328030720,84402606080,144915804.4,3558301506,4.85E+14,157697392,3465791488,-39569190912,43484016640,83053207552,145583175,3540390661,4.88E+14,15378728,3376816640
VA,Clarke County,2010,3,3,0,100,0,0,0,0,0,30.33228704,13.49063751,6.07,125,2.9087,3.16,57.5,113,5.071,52.4,46.8,118,5.12,41.7,36.2,120,5.259,30.9,622201,0.048009336,176.18,456.3,91,2.18,5.65,83,178.36,461.95,96,0,35.40774536,35.40774536,4.022440691,4.106788655,2502766.62,2.520294189,9.898249626,109.0712891,588.6589355,479.5876465,198.5257924,72.28866263,123669260.1,180.8697662,278.9112061,0,10130256,10130256,19715.6232,438687.1749,12281610883,1,29,-34383630336,33451259904,67834890240,2431670.264,3191961973,1.51E+12,-90996460,3305258752,-27828940800,23199375360,51028316160,104543484.7,1758901009,6.51E+13,39896030,1836616230,-24561463296,28305704960,52867168256,102117223.4,2015481923,6.36E+13,89739284,1815511859
VA,Rockingham County,2010,3,1,0,100,0,0,0,0,0,34.57109634,15.25945968,4.25,100,1.0175,3.23,55.6,92,2.784,52.8,44.6,101,3.258,41.3,33.6,113,3.744,29.9,2957846,0.228228858,849.08,2199.11,3,4.27,11.06,52,853.35,2210.17,4,0,47.67395401,47.67395401,9.53230521,8.122193149,28195090.84,6.562282324,22.57654667,242.7329865,1335.358887,1092.6259,519.204887,194.1239143,1536818428,444.3067322,817.303009,0,4436736,4436736,2981.660831,88421.14041,8825555050,2,29,-53253308416,64703733760,1.18E+11,1529864.352,5520038922,4.53E+12,171175776,5670000128,-41283575808,39406440448,80690016256,114289101.7,3439324894,3.38E+14,144633720,3284848512,-43070287872,40695779328,83766067200,112761975.9,3144478695,3.34E+14,13058080,2959734016
VA,Tazewell County,2010,3,7,0,100,0,0,0,0,0,33.50089847,15.45881165,3.43,40,-0.871,4.3,50.8,51,-1.14,51.9,41.1,59,0.055,41,31.5,80,1.362,30.1,1766925,0.136336806,518.85,1343.82,19,1.13,2.93,94,519.98,1346.74,22,0,60.26203918,60.26203918,14.67135808,8.056834136,25923189.37,14.221632,25.74364548,505.9997253,1436.790405,930.7906799,832.0422554,136.8771804,1472030853,810.1630859,1014.654846,0,629045,629045,817.8147456,13400.72569,1446859856,1,32,-1.34E+11,1.57E+11,2.91E+11,-2674512.232,11919246283,-4.73E+12,143964848,13345224704,-76175343616,92771647488,1.69E+11,321539088.7,7153394539,5.69E+14,358848752,7847744358,-93519159296,1.02E+11,1.96E+11,324319463.1,6697406799,5.74E+14,157890304,7541454336
VA,Wythe County,2010,3,1,0,100,0,0,0,0,0,24.30759259,11.7117192,3.94,81,0.2939,3.65,52.8,55,-0.612,53.4,42.8,73,1.082,41.7,32.7,94,2.686,30,1577490,0.121719907,461.82,1196.11,34,2.82,7.3,75,464.64,1203.41,37,0,55.2534523,55.2534523,10.25682403,7.10685357,16180037.34,8.642294884,20.57301083,565.3208008,1243.605957,678.2851563,753.2666616,99.47627172,1188270626,741.4517212,889.7490112,0,2932065,2932065,2606.404056,56890.24812,4111576335,1,29,-1.09E+11,1.06E+11,2.14E+11,-4094491.211,8910839612,-6.46E+12,279861344,9359620915,-57812447232,63344390144,1.21E+11,219003959.8,5006583623,3.45E+14,295237232,4971489894,-76586803200,81670914048,1.58E+11,223135792.6,5446130035,3.52E+14,11928416,5743383347
KS,Barton County,2010,4,1,56,43.834,56.166,0,0,0,0,11.86434138,5.441520693,2.66,90,0.5095,2.15,71.1,115,4.991,66.1,58,117,4.616,53.4,44.7,116,4.048,40.7,3121140,0.240828704,895.4,2319.075354,29,5.23,13.55,36,900.63,2332.62,24,0,17.77770424,17.77770424,0.844259968,0.888239082,2635053.558,0.562754035,2.013170552,525.5001831,649.4348145,123.9346313,574.0323847,21.05886541,1791635437,574.7063599,602.7010498,0,36641312,36641312,23954.49897,849698.0766,74765344909,1,68,-29429499904,39781281792,69210781696,101471.8467,1279175094,3.17E+11,0,1066209984,-18288553984,19545131008,37833684992,22437633.69,675707746.8,7.00E+13,0,553516108.8,-20330321920,21024020480,41354342400,22701237.88,779456257.2,7.09E+13,0,655458348.8
KS,Dickinson County,2010,4,2,0,100,0,0,0,0,0,8.961088401,4.067000825,3.58,96,0.8516,2.73,72.6,121,6.214,66.4,59.4,121,5.462,53.9,46.2,118,4.731,41.5,2967808,0.228997531,847.07,2193.901229,43,4.88,12.64,39,851.95,2206.54,44,0,29.37676811,29.37676811,1.555502089,1.184565243,4616431.545,1.35539937,2.865629888,327.0283508,483.1928406,156.1644897,386.2850961,23.1815834,1146419998,385.9093933,417.1769104,0,65049328,65049328,60401.56188,1926169.256,1.79E+11,1,30,-41994190848,59440394240,1.01E+11,-9053.345219,2008089944,-26868590368,55687500,1616400896,-29673670656,35606618112,65280288768,18346161.74,1042699244,5.44E+13,29858305,889414912,-30481041408,28310796288,58791837696,18611483.18,1240267950,5.52E+13,-9321467.5,957620915.2
KS,Franklin County,2010,4,2,0,100,0,0,0,0,0,17.38371276,7.461917728,4.98,109,1.4708,3.51,71.6,117,5.613,66,60.5,122,5.872,54.6,49.5,125,6.24,43.3,2002348,0.154502161,571.76,1480.851602,90,5.38,13.93,33,577.14,1494.79,90,0,26.59703064,26.59703064,1.722043929,1.691207505,3448131.217,1.253778458,3.60981946,255.3599548,363.0433655,107.6834106,302.0073457,20.00442444,604723804.6,300.6650696,328.9662506,0,5516110,5516110,6364.336735,155270.9506,12743616933,1,30,-49353322496,48595963904,97949286400,-535181.0792,2444825885,-1.07E+12,93537600,1757399424,-31076610048,30217955328,61294565376,9863968.606,1223761732,1.98E+13,36672580,924221036.8,-24362072064,27719174144,52081246208,10719006.8,1575743306,2.15E+13,-32465357,1051747757
KS,Lyon County,2010,4,3,0,100,0,0,0,0,0,15.18754232,6.88422478,3.94,96,0.7867,3.15,71.6,117,5.471,66.1,59.6,120,5.443,54.2,47.6,121,5.436,42.2,2963338,0.228652623,847.47,2194.937224,42,7.94,20.56,22,855.41,2215.5,43,0,22.83703613,22.83703613,1.569703202,1.289767918,4651561.147,1.293408036,3.055500269,316.1700134,466.6899109,150.5198975,368.4748995,26.60487898,1091915672,364.3476105,406.3500092,0,9609596,9609596,9634.641648,241837.1518,28550699711,1,30,-39871774720,42046988288,81918763008,156143.0522,2102484140,4.63E+11,122172360,1566527360,-21598889984,22760728576,44359618560,11055123.96,1077858862,3.28E+13,50985006,852453555.2,-32745365504,26910445568,59655811072,11120665.48,1310349708,3.30E+13,-42959024,978532851.2
KS,Miami County,2010,4,1,0,100,0,0,0,0,0,21.50921674,8.631291129,5.34,110,1.6329,3.71,71.2,118,5.573,65.6,60.1,122,5.535,54.6,49,122,5.503,43.5,2047716,0.158002778,575.66,1490.952556,88,14.59,37.79,9,590.25,1528.74,86,0,30.37022209,30.37022209,2.101897525,1.821272499,4301445.006,1.674013257,4.145586348,239.5099945,352.5163879,113.0063934,296.3241867,22.93658157,606787778.2,296.3586884,326.757843,0,9016753,9016753,8613.979411,239802.0137,17638983463,1,32,-45309177856,61671968768,1.07E+11,-34646.62188,2540903817,-70946441974,116041992,1808419968,-29433372672,31245838336,60679211008,11570837.21,1252705173,2.37E+13,41497608,982760896,-34089439232,34544746496,68634185728,11867396.75,1671318286,2.43E+13,-36386116,1154746816
KS,Bourbon County,2010,5,3,0,100,0,0,0,0,0,9.143689133,4.328677412,6.99,99,1.9155,5.07,74.3,39,-1.882,76.2,64.8,54,-0.593,65.4,55.2,69,0.6,54.6,2196082,0.169450772,635.47,1645.859744,79,3.62,9.38,48,639.09,1655.24,80,0,27.87166786,27.87166786,1.70894125,1.733634867,3750738.115,1.218663812,3.398848581,229.0887604,340.1991272,111.1103668,280.6928773,23.1281013,616424575.3,276.5707092,317.6469727,0,1456588,1456588,2034.819021,39154.84719,4468629426,1,30,-43219591168,39680548864,82900140032,-73680.19127,2441325826,-1.62E+11,108329592,1632062976,-26680586240,26287042560,52967628800,13359574.81,1210170656,2.93E+13,49306090,862993696,-25219989504,28888346624,54108336128,13725278.46,1587377749,3.01E+13,-37565742,1029211846
KS,Cherokee County,2010,5,1,0,100,0,0,0,0,0,14.06229585,6.463456061,6.56,90,1.3059,5.25,76.7,51,-0.658,77.4,66.8,68,0.282,66.5,56.9,84,1.227,55.7,2012939,0.155319367,587.57,1521.799314,85,3.46,8.96,49,591.03,1530.76,85,0,36.97162247,36.97162247,0.989509982,1.228721453,1988993.234,0.650033653,2.009603882,231.5686798,319.678894,88.11021423,264.8656606,12.2962994,533158418,265.0114441,280.1691345,0,19452374,19452374,6892.156149,321609.3334,13873489907,1,34,-43002814464,54501609472,97504423936,53118.10575,2341762059,1.07E+11,16631104,1295351398,-32606484480,29716084736,62322569216,40234433.23,1149497292,8.10E+13,11188300,630188108.8,-34150578176,31400828928,65551407104,41438203.43,1490456252,8.34E+13,-14960.51074,854542118.4
KS,Gove County,2010,5,2,0,100,0,0,0,0,0,0.969803518,0.495349122,4.78,110,1.7785,3,72.4,27,-2.873,75.3,59.2,29,-2.222,61.4,46,35,-1.569,47.6,3736181,0.288285571,1071.66,2775.586658,12,0.09,0.23,100,1071.75,2775.82,12,0,22.56977463,22.56977463,1.467609192,1.404857288,5483253.577,0.974067211,3.368529797,688.4512939,932.9321289,244.480835,816.5919268,49.13926259,3050935242,815.0003052,885.0390015,0,11468883,11468883,10156.29401,281940.8507,37945752724,2,34,-46064480256,83431661568,1.29E+11,587.2623373,2015777192,2194118387,37256836,1409115264,-29000343552,45592797184,74593140736,5446365.465,1061057245,2.03E+13,12495874,674965056,-37838864384,24903680000,62742544384,5475662.137,1231975442,2.05E+13,-19440790,768413376
KS,Logan County,2010,5,1,0,100,0,0,0,0,0,0.998085863,0.518831945,4.11,102,1.2598,2.85,71.8,29,-2.675,74.5,58.5,25,-2.31,60.8,45.1,27,-2.037,47.1,3741395,0.288687886,1072.99,2779.031343,11,0.11,0.28,98,1073.1,2779.32,11,0,26.73047447,26.73047447,1.468991326,1.550380451,5496076.8,0.906994462,3.457518339,794.7858887,1061.85022,267.0643311,945.4094535,53.04046141,3537150202,947.6624756,1014.776245,0,8750351,8750351,5452.022696,131960.5991,20398170453,3,40,-53487448064,72682233856,1.26E+11,-350229.6601,2037775300,-1.31E+12,23572266,1148238336,-43780378624,43479183360,87259561984,6328827.947,1120214768,2.37E+13,8115558.5,567595366.4,-35148263424,30139090944,65287354368,6724551.541,1196180237,2.52E+13,-11550027,606204236.8
KS,Montgomery County,2010,5,1,0,100,0,0,0,0,0,20.94966604,9.826175081,5.53,77,0.3938,5.14,77.2,51,-0.555,77.8,66.8,61,-0.067,66.9,56.4,72,0.419,56,2219393,0.17124946,643.53,1666.735049,76,7.95,20.59,21,651.48,1687.33,76,0,33.23989105,33.23989105,1.618406191,1.901396607,3589309.343,1.02022779,3.649112749,206.2576599,336.6865234,130.4288635,253.1311061,19.49708056,561797404.9,252.3059082,279.0963745,0,11299895,11299895,14044.63095,343771.1412,31170555620,1,40,-58741374976,65417900032,1.24E+11,-218766.5056,2317905893,-4.86E+11,24244628,1569810048,-49269297152,41592082432,90861379584,26419109.16,1155964711,5.86E+13,17534390,845488780.8,-43211689984,37177139200,80388829184,26911093.13,1525129334,5.97E+13,0,954682585.6
KS,Rawlins County,2010,5,1,0,100,0,0,0,0,0,0.901017977,0.526315789,2.07,46,-0.9727,3.04,70.9,28,-2.79,73.7,57.2,20,-2.78,60,43.5,18,-2.76,46.3,3774557,0.291246682,1069.42,2769.785085,13,0.16,0.41,96,1069.58,2770.2,13,0,20.75634384,20.75634384,2.432336314,2.46539261,9175105.807,1.253410578,6.283956528,802.0556641,1045.171875,243.1162109,936.8360816,50.05044531,3536141190,935.7814941,1006.482617,0,4473723,4473723,4590.735841,101512.4015,17327994102,2,32,-56927813632,48148803584,1.05E+11,-18239.74338,3126128772,-68846951044,77124024,2483868160,-34172968960,32440692736,66613661696,449921.3605,1732309325,1.70E+12,19955262,1215891584,-33282574336,33373818880,66656393216,497076.1256,1869538160,1.88E+12,-47636116,1157757056
KS,Shawnee County,2010,5,8,0,100,0,0,0,0,0,123.9187678,55.03254987,5.48,90,0.7828,4.7,73.3,32,-2.19,75.5,63.4,55,-0.646,64,53.5,76,0.901,52.6,1940808,0.149753704,544.02,1409.005332,94,11.71,30.33,14,555.73,1439.33,95,0,29.55124474,29.55124474,2.196351822,1.932602413,4262697.186,1.819554985,4.453935862,254.1199493,393.9006653,139.7807159,307.6943782,24.22121212,597175710.7,307.2252808,340.4665314,0,92531800,92531800,81786.54786,2693903.156,1.59E+11,1,35,-42275078144,53946871808,96221949952,-128128.1587,2881918692,-2.49E+11,58416504,2286470144,-26551482368,29129201664,55680684032,24552703.76,1468857169,4.77E+13,20552720,1228062157,-30227261440,26715901952,56943163392,25108465.46,1835275904,4.87E+13,-14636210,1448519462
VA,Alleghany County,2010,5,1,0,100,0,0,0,0,0,13.94070276,6.94927212,4.68,83,0.987,3.69,75.7,88,1.636,74.1,63.8,106,2.535,61.3,52,114,3.536,48.5,1542254,0.11900108,445.46,1153.74,37,3.3,8.55,65,448.76,1162.28,39,0,55.47034836,55.47034836,15.17015264,8.202012612,23396228.59,14.92273521,26.30229454,302.3504333,1235.274536,932.9241028,622.2988956,172.658811,960876789.5,599.4020691,861.6983032,0,2835011,2835011,3824.795146,80759.68499,5905774390,2,32,-77609033728,87670710272,1.65E+11,4590513.481,9816280893,7.09E+12,317830080,11742705664,-47610392576,41584754688,89195147264,242053492.7,5818171508,3.74E+14,253009072,6628368640,-54507659264,44895068160,99402727424,237465622.9,5885213887,3.67E+14,0,6597176320
VA,Amherst County,2010,5,1,0,99.50322581,0.496774194,0,0,0,0,26.11391527,11.28025673,3.81,70,-0.0603,3.87,76.2,85,1.363,74.8,65.5,108,2.529,63,54.9,115,3.798,51.1,1640328,0.126568519,473.93,1227.47,30,4.92,12.74,49,478.85,1240.22,31,0,43.79501724,43.79501724,9.933990146,6.889978902,16295002.19,8.152097702,20.34341869,117.9761658,1236.258179,1118.282013,340.5577299,199.4241588,558626380,257.0989685,644.8489624,0,12187370,12187370,16120.76882,417257.6484,26443348478,1,28,-66288136192,56254341120,1.23E+11,-2320859.015,6619579436,-3.81E+12,721287616,7327776973,-37982281728,33652836352,71635118080,151525239.4,3977114610,2.49E+14,311481616,4359219917,-36458082304,40619290624,77077372928,153847001.4,3912765220,2.52E+14,-214342736,4722061670
VA,Buckingham County,2010,5,3,11,88.84967742,11.15032258,0,0,0,0,11.30798394,4.795522062,4.52,92,0.7648,3.76,78.1,91,1.693,76.4,66.8,109,2.617,64.2,55.5,113,3.552,51.9,1997385,0.154119213,579.66,1501.31,12,3.9,10.1,54,583.56,1511.41,14,0,50.3455658,50.3455658,4.661247467,3.450438047,9310305.773,3.86321497,8.660939217,49.94461441,488.4812317,438.5366173,149.2641794,37.30018915,298138032.9,145.2627716,193.5917267,0,17017436,17017436,9225.166455,352232.2576,18426209099,1,31,-74189946880,1.02E+11,1.76E+11,154165.4046,5637761270,3.08E+11,721584256,5300957696,-49717551104,52740628480,1.02E+11,55171972.18,3090377375,1.10E+14,264418016,2952803584,-56963858432,52371832832,1.09E+11,55082406.02,3432518713,1.10E+14,-330291104,3485562829
VA,Montgomery County,2010,5,2,0,100,0,0,0,0,0,93.78979944,38.33045686,4.09,72,0.3251,3.76,75.5,92,1.73,73.8,63.4,101,2.443,61,51.3,106,3.174,48.1,1325914,0.102308179,387.01,1002.35,48,2.25,5.83,81,389.26,1008.18,50,0,46.92967606,46.92967606,11.10756011,7.661851092,14727669.45,9.46078968,22.32477016,354.6578674,1147.213867,792.5559998,617.4940968,98.91608043,818744067.9,619.6712036,735.7906555,0,6690590,6690590,4837.356644,148111.2143,6413918897,1,29,-53419225088,58634825728,1.12E+11,-102757.2617,7841797718,-1.36E+11,328429696,8836277248,-40775315456,39896354816,80671670272,231921763.5,4586818674,3.08E+14,268167864,4961253581,-43869814784,44119719936,87989534720,232030359.3,4769382841,3.08E+14,0,5389112781
KS,Barton County,2010,6,2,0,100,0,0,0,0,0,11.86434138,5.441520693,4.67,94,0.8272,3.84,90.3,105,4.013,86.3,77.8,112,3.862,73.9,65.3,120,3.725,61.6,3121140,0.240828704,895.4,2319.075354,29,5.23,13.55,36,900.63,2332.62,24,0,17.77770424,17.77770424,0.844259968,0.888239082,2635053.558,0.562754035,2.013170552,525.5001831,649.4348145,123.9346313,574.0323847,21.05886541,1791635437,574.7063599,602.7010498,0,36641312,36641312,23954.49897,849698.0766,74765344909,1,68,-29429499904,39781281792,69210781696,101471.8467,1279175094,3.17E+11,0,1066209984,-18288553984,19545131008,37833684992,22437633.69,675707746.8,7.00E+13,0,553516108.8,-20330321920,21024020480,41354342400,22701237.88,779456257.2,7.09E+13,0,655458348.8
