State,County,Year,Month,Flash Flood Occurrence Count,DSCI,None,D0,D1,D2,D3,D4,Population Density,Housing Unit Density,PCP Value,PCP Rank,PCP Anomaly (1901-2000 base period),1901-2000 PCP Mean,TMAX Value,TMAX Rank,TMAX Anomaly (1901-2000 base period),1901-2000 TMAX Mean,TAVG Value,TAVG Rank,TAVG Anomaly (1901-2000 base period),1901-2000 TAVG Mean,TMIN Value,TMIN Rank,TMIN Anomaly (1901-2000 base period),1901-2000 TMIN Mean,DEM Count,DEM Area,Land Area (Sq Mi),Land Area (Sq Km),Rank (Land Area),Water Area (Sq Mi),Water Area (Sq Km),Rank (Water Area),Total Area (Sq Mi),Total Area (Sq Km),Rank (Total Area),Slope Min,Slope Max,Slope Range,Slope Mean,Slope Std,Slope Sum,Slope Median,Slope Pct90,Elevation Min,Elevation Max,Elevation Range,Elevation Mean,Elevation Std,Elevation Sum,Elevation Median,Elevation Pct90,Flow Accumulation Min,Flow Accumulation Max,Flow Accumulation Range,Flow Accumulation Mean,Flow Accumulation Std,Flow Accumulation Sum,Flow Accumulation Median,Flow Accumulation Pct90,Curvature Min,Curvature Max,Curvature Range,Curvature Mean,Curvature Std,Curvature Sum,Curvature Median,Curvature Pct90,Planar Curvature Min,Planar Curvature Max,Planar Curvature Range,Planar Curvature Mean,Planar Curvature Std,Planar Curvature Sum,Planar Curvature Median,Planar Curvature Pct90,Profile Curvature Min,Profile Curvature Max,Profile Curvature Range,Profile Curvature Mean,Profile Curvature Std,Profile Curvature Sum,Profile Curvature Median,Profile Curvature Pct90
VA,Appomattox County,2010,1,2,0,100,0,0,0,0,0,17.41507584,8.036218928,4.38,106,1.0114,3.37,43.2,47,-2.048,45.2,33.6,41,-1.842,35.4,24,44,-1.637,25.6,1145519,0.088388812,333.49,863.74,59,1.24,3.21,92,334.73,866.95,62,0,51.02731323,51.02731323,4.97487038,3.518528633,5698808.543,4.178288937,9.15450325,95.45629883,352.0539856,256.5976868,204.5453501,28.97678205,234310584.9,205.2579193,241.6746521,0,12354542,12354542,2563.190068,158223.9523,2936182924,1,31,-95415386112,75227799552,1.71E+11,1559313.314,5841076529,1.79E+12,751939456,5611805082,-45326172160,34562772992,79888945152,68525395.76,3209238614,7.85E+13,294750816,3146490163,-47768588288,57054384128,1.05E+11,67015983.6,3519919638,7.68E+13,-332194912,3746294835
VA,Augusta County,2010,1,4,0,100,0,0,0,0,0,29.2636368,12.41549083,4.29,112,1.2949,3,37.1,27,-3.732,40.8,29.2,35,-2.275,31.5,21.2,54,-0.917,22.1,3349309,0.258434336,967,2504.52,2,3.86,10,56,970.86,2514.52,3,0,45.91569138,45.91569138,9.141470766,7.743450201,30617610.31,6.438438416,21.54697418,322.7993469,1360.403564,1037.604218,573.2775926,178.8327252,1920338336,525.2053833,844.2396729,0,1451500,1451500,1322.233382,28545.11705,4429155237,2,30,-71493771264,57737179136,1.29E+11,-662417.7258,5960069196,-2.22E+12,162870112,6193335808,-45074575360,39328030720,84402606080,144915804.4,3558301506,4.85E+14,157697392,3465791488,-39569190912,43484016640,83053207552,145583175,3540390661,4.88E+14,15378728,3376816640
VA,Bath County,2010,1,1,0,100,0,0,0,0,0,3.409747501,2.362483388,4.29,106,1.0579,3.23,35.4,17,-5.14,40.5,27.8,32,-3.041,30.8,20.1,49,-1.05,21.2,1840475,0.14201196,529.16,1370.52,17,5.42,14.04,45,534.58,1384.56,20,0,51.77371597,51.77371597,14.06428488,8.153362387,25884964.72,13.5682869,25.3873497,342.5218201,1362.569702,1020.047882,673.6702202,171.7584289,1240996880,648.0227661,911.9525513,0,1321019,1321019,2244.52197,42997.05685,4134730436,2,33,-92076351488,61070123008,1.53E+11,2053744.087,9115168897,3.78E+12,241022464,10576828416,-40629190656,38073999360,78703190016,208254238.3,5413817752,3.84E+14,208110000,5948473549,-48368205824,67452870656,1.16E+11,206227792.5,5431593995,3.80E+14,0,5823913779
VA,Botetourt County,2010,1,5,0,100,0,0,0,0,0,23.48044416,10.30836693,4.69,114,1.4789,3.21,38.9,18,-4.84,43.7,31,27,-3.276,34.3,23.2,41,-1.613,24.8,1868707,0.144190355,541.2,1401.7,15,4.71,12.2,50,545.91,1413.9,17,0,62.6211853,62.6211853,11.51805064,7.803728709,21523861.86,9.814300537,23.02141037,221.4706726,1286.234131,1064.763458,457.3688264,150.8165609,854688327.4,411.0708923,677.8543091,0,7106064,7106064,9927.434036,231418.609,18551465475,1,32,-77141860352,90082992128,1.67E+11,-1739665.339,8036657182,-3.25E+12,241813472,9169547878,-40860651520,41223831552,82084483072,234425926.8,4876742199,4.38E+14,267952192,5407945933,-56517697536,65604636672,1.22E+11,236165592.5,4642130774,4.41E+14,79725392,5026470195
VA,Buckingham County,2010,1,2,0,100,0,0,0,0,0,11.30798394,4.795522062,3.93,96,0.5552,3.37,44,47,-2.015,46,34.2,47,-1.597,35.8,24.4,51,-1.174,25.6,1997385,0.154119213,579.66,1501.31,12,3.9,10.1,54,583.56,1511.41,14,0,50.3455658,50.3455658,4.661247467,3.450438047,9310305.773,3.86321497,8.660939217,49.94461441,488.4812317,438.5366173,149.2641794,37.30018915,298138032.9,145.2627716,193.5917267,0,17017436,17017436,9225.166455,352232.2576,18426209099,1,31,-74189946880,1.02E+11,1.76E+11,154165.4046,5637761270,3.08E+11,721584256,5300957696,-49717551104,52740628480,1.02E+11,55171972.18,3090377375,1.10E+14,264418016,2952803584,-56963858432,52371832832,1.09E+11,55082406.02,3432518713,1.10E+14,-330291104,3485562829
VA,Carroll County,2010,1,1,0,100,0,0,0,0,0,24.30804798,13.42273741,5.82,120,2.4043,3.42,38.2,24,-3.806,42,30.3,35,-2.279,32.6,22.3,52,-0.862,23.2,1616392,0.124721605,474.69,1229.44,29,2.95,7.64,73,477.64,1237.08,32,0,49.58098602,49.58098602,9.764275119,6.172243703,15782896.19,8.382209778,18.33838959,336.5963135,1084.869385,748.2730713,750.8003434,115.1128109,1214198820,772.9865112,859.9356384,0,1285146,1285146,1486.68264,27621.39402,2404272086,1,26,-52965457920,57703641088,1.11E+11,1716811.95,6928200629,2.78E+12,607579072,7581014528,-39876329472,37594521600,77470851072,170015645.4,4088512035,2.75E+14,316203040,4444934144,-45356601344,44202950656,89559552000,168298944.2,4161884928,2.72E+14,-191583312,4814871296
VA,Giles County,2010,1,1,0,100,0,0,0,0,0,18.54994215,8.915027639,4.3,109,1.0682,3.23,35.2,11,-6.019,41.2,28,26,-3.829,31.8,20.8,46,-1.65,22.5,1231217,0.095001312,355.78,921.47,53,4.64,12.02,51,360.42,933.48,55,0,59.99286652,59.99286652,13.13991431,7.273247981,16178085.88,12.45610046,22.72269554,442.0488892,1328.415894,886.3670044,760.4426638,192.5768755,938074465.6,710.7692566,1051.325317,0,9406710,9406710,15023.47568,332763.2903,18532809368,2,33,-2.14E+11,2.37E+11,4.51E+11,1353113.449,8857676584,1.67E+12,445341792,9159573197,-1.23E+11,1.24E+11,2.47E+11,153070332,5206381456,1.89E+14,327502960,5422316288,-1.29E+11,1.34E+11,2.63E+11,151730618.2,5086239814,1.87E+14,-19598341,5241653043
VA,Henry County,2010,1,2,0,100,0,0,0,0,0,54.37752376,26.41280109,6.25,123,2.7532,3.5,43.8,23,-3.32,47.1,33.7,25,-2.91,36.6,23.7,31,-2.393,26.1,1299675,0.100283565,382.33,990.23,49,2.05,5.31,85,384.38,995.54,51,0,52.13241959,52.13241959,7.196291666,4.326822439,9352840.371,6.486437321,12.98100166,164.1186218,563.7316284,399.6130066,280.4289066,46.87713641,364808282,276.8875732,338.4923462,0,1832214,1832214,2618.247502,54447.49922,3406062466,1,27,-74998800384,61572853760,1.37E+11,-494056.0846,5986498651,-6.43E+11,687036608,6714812928,-36981837824,29522085888,66503923712,160252546.7,3410472353,2.08E+14,306287904,3860600550,-46891909120,61514960896,1.08E+11,160749890.1,3704239524,2.09E+14,-245723032,4770591693
VA,Lexington City,2010,1,2,0,100,0,0,0,0,0,1075.267176,388.2442748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8583,0.000662269,2.5,6.47,132,0.03,0.08,128,2.53,6.55,131,0,34.21192551,34.21192551,5.103104775,3.955985068,43799.94828,4.161417484,9.227033234,268.4768066,360.8321533,92.35534668,322.7567324,16.62637263,2770221.035,324.4930725,342.2949707,0,1778309,1778309,2625.118607,63653.76986,22531393,1,21,-28367085568,38161244160,66528329728,228473269.1,4856681449,1.96E+12,278793472,4527021875,-12046480384,24030683136,36077163520,148744694.1,1981546642,1.28E+12,114212936,2185134131,-36554969088,26508589056,63063558144,-79728576.46,3780682938,-6.84E+11,-123047608,3154044365
VA,Pittsylvania County,2010,1,1,0,100,0,0,0,0,0,25.09858099,12.35469419,5.5,119,2.046,3.45,44.4,39,-2.196,46.6,34.3,34,-2.244,36.5,24.2,37,-2.28,26.5,3316586,0.255909414,968.94,2509.54,1,9.23,23.91,41,978.17,2533.45,2,0,43.23411942,43.23411942,4.539186347,3.12432854,15054601.89,3.925128341,8.258706093,103.4203186,619.2762451,515.8559265,214.4566501,42.49629412,711550008.6,213.1890259,266.8768921,0,7821888,7821888,4468.573458,145845.3022,14826369249,1,29,-1.42E+11,1.41E+11,2.84E+11,-546981.874,3763946755,-1.81E+12,363224480,3910585523,-58486587392,61608247296,1.20E+11,70649124.31,2124278943,2.34E+14,155931800,2241672192,-79798312960,83773718528,1.64E+11,71197444.55,2330300979,2.36E+14,-147234680,2627906022
VA,Roanoke City,2010,1,2,0,100,0,0,0,0,0,870.4887049,426.2262623,4.64,114,1.5167,3.12,41,17,-4.626,45.6,32.7,27,-3.072,35.8,24.3,39,-1.609,25.9,146324,0.011290432,42.56,110.23,104,0.34,0.88,108,42.9,111.11,106,0,45.22730255,45.22730255,4.642088939,4.355413145,679249.022,3.331840515,10.39275732,269.5737,530.9160767,261.3423767,323.3340282,32.71531069,47311528.35,319.5241394,353.4872314,0,1324441,1324441,5093.258912,76278.33234,745266017,1,34,-59541921792,58886131712,1.18E+11,-1493654.611,4048996805,-2.19E+11,-29267578,4509849242,-35557466112,20908679168,56466145280,197535316.4,1927699904,2.89E+13,62083510,2138363763,-52112097280,44087484416,96199581696,199069563.8,2866765270,2.91E+13,77686300,3190058112
VA,Rockbridge County,2010,1,1,0,100,0,0,0,0,0,14.35647699,7.18145081,5.2,115,1.965,3.24,38.4,21,-4.143,42.5,30.4,32,-2.762,33.2,22.6,49,-1.183,23.8,2060578,0.158995216,597.56,1547.67,11,3.41,8.83,62,600.97,1556.51,13,0,52.95746613,52.95746613,11.3063354,7.562932,23297585.98,9.661086559,22.55616131,202.8783417,1236.259399,1033.381058,491.9461882,155.0077084,1013693493,461.8126221,718.816925,0,10202037,10202037,4412.506083,132997.0666,9092312959,2,29,-89169330176,65145556992,1.54E+11,-1515093.017,6803472782,-3.12E+12,272346688,7495901184,-54531092480,48123310080,1.03E+11,193091246,4169789865,3.98E+14,259383560,4471421645,-49977458688,50289233920,1.00E+11,194614712.7,3916082049,4.01E+14,57995790,4166008064
VA,Shenandoah County,2010,1,1,0,100,0,0,0,0,0,31.70051412,15.74924239,3.05,95,0.5702,2.48,38.3,36,-2.671,41,30.2,56,-0.516,30.7,22,76,1.536,20.5,1781412,0.13745463,508.78,1317.73,21,3.4,8.81,63,512.18,1326.54,23,0,45.33763123,45.33763123,7.954723638,6.339674362,14170640.15,6.042113304,17.58695679,116.5299988,1005.330444,888.8004456,380.8759556,141.8460355,679189049.4,340.4932556,582.3975952,0,2621880,2621880,5271.271412,100934.7667,9399884049,2,30,-50839482368,70583902208,1.21E+11,5753457.361,4861838880,1.03E+13,176515136,4876295168,-37157494784,36421533696,73579028480,106146999,2737427421,1.89E+14,150947584,2698516736,-46030950400,37340659712,83371610112,100395410.1,3024883775,1.79E+14,11377987,2915346944
KS,Cherokee County,2010,3,2,0,100,0,0,0,0,0,14.06229585,6.463456061,3.84,93,0.7817,3.06,57.9,57,-0.11,58,47.8,72,0.927,46.9,37.8,90,2.068,35.7,2012939,0.155319367,587.57,1521.799314,85,3.46,8.96,49,591.03,1530.76,85,0,36.97162247,36.97162247,0.989509982,1.228721453,1988993.234,0.650033653,2.009603882,231.5686798,319.678894,88.11021423,264.8656606,12.2962994,533158418,265.0114441,280.1691345,0,19452374,19452374,6892.156149,321609.3334,13873489907,1,34,-43002814464,54501609472,97504423936,53118.10575,2341762059,1.07E+11,16631104,1295351398,-32606484480,29716084736,62322569216,40234433.23,1149497292,8.10E+13,11188300,630188108.8,-34150578176,31400828928,65551407104,41438203.43,1490456252,8.34E+13,-14960.51074,854542118.4
VA,Albemarle County,2010,3,1,0,100,0,0,0,0,0,52.75012762,22.42853497,4.69,101,1.1492,3.54,59.6,98,3.522,56.1,48.6,108,4.166,44.4,37.5,117,4.724,32.8,2500327,0.192926466,720.7,1866.6,6,5.42,14.04,45,726.12,1880.64,8,0,47.33563614,47.33563614,7.669274507,6.000676535,19175694.12,5.839859009,16.72759132,29.26949883,1032.327393,1003.057894,225.8815807,144.8752509,564777815,177.223465,385.9023132,0,15437743,15437743,3819.038936,192166.1248,9548846165,1,31,-77610065920,84017963008,1.62E+11,520334.7186,6800694327,1.30E+12,663523712,7044508160,-55141769216,44232171520,99373940736,121915624.1,3976510836,3.05E+14,311854464,4110586470,-51692343296,60345135104,1.12E+11,121484479.5,3882516578,3.04E+14,-216592256,4500623360
VA,Arlington County,2010,3,1,0,100,0,0,0,0,0,3100.666667,1563.066667,3.47,70,-0.1076,3.58,58.5,106,4.117,54.4,49,117,4.857,44.1,39.6,122,5.717,33.9,90298,0.006967438,25.97,67.26,106,0.09,0.23,119,26.06,67.5,107,0,35.81206131,35.81206131,3.303408442,3.116927111,298291.1755,2.476670265,7.074951363,-2.081119061,139.983078,142.0641971,61.53269885,33.34739062,5590799.485,64.36896515,104.0771255,0,66059,66059,155.9059532,1882.688987,14165459,1,29,-51499282432,41163128832,92662411264,4392202.845,3520975514,3.99E+11,0,3467725466,-17518563328,23053072384,40571635712,74521474.61,1711265746,6.77E+12,9572374,1731175526,-28908292096,40316026880,69224318976,70129362.08,2439546599,6.37E+12,1727565.75,2122325939
VA,Culpeper County,2010,3,2,0,100,0,0,0,0,0,47.27434218,17.82653895,4.84,105,1.518,3.32,59.9,104,4.23,55.7,48.8,117,5.02,43.8,37.8,120,5.919,31.9,1325925,0.102309028,379.23,982.2,51,3.31,8.57,64,382.54,990.77,52,0,30.75470543,30.75470543,3.419869955,2.771061506,4534491.07,2.81578064,6.962558651,31.82107544,329.8864136,298.0653381,119.3609596,30.06273007,158263680.4,114.7947922,160.8677032,0,2992864,2992864,4236.556907,82716.38912,5617356717,1,30,-54804193280,66685472768,1.21E+11,-304072.6499,4269612801,-4.03E+11,14238281,4706621952,-32793858048,39451385856,72245243904,92821386.35,2401283057,1.23E+14,51139796,2642069248,-36669485056,34625306624,71294791680,93207278.95,2503438867,1.24E+14,4565823.5,2565030400
VA,Fauquier County,2010,3,1,0,100,0,0,0,0,0,38.79811227,15.19553205,4.6,108,1.3265,3.27,58.5,108,4.766,53.7,48.1,119,5.41,42.7,37.7,120,6.058,31.6,2266848,0.174911111,647.45,1676.89,8,3.78,9.79,57,651.23,1686.68,11,0,35.054142,35.054142,4.44175594,3.856442338,10068785.57,3.290042996,9.655179119,47.85042572,671.2648926,623.4144669,161.9076175,77.29849797,367019958.9,150.6486282,245.9951599,0,2860654,2860654,1290.3753,42343.40516,2925084669,1,31,-54683267072,60548882432,1.15E+11,-647959.3183,4376676245,-1.47E+12,-48568360,4933426176,-34971746304,33655558144,68627304448,105451211.4,2530990989,2.39E+14,50607380,2862356506,-37973417984,34287058944,72260476928,106188469.6,2491273669,2.41E+14,62616848,2634859520
VA,Frederick County,2010,3,8,0,100,0,0,0,0,0,72.99032681,29.17011253,5.34,123,2.2404,3.1,57,106,4.867,52.1,45.8,116,4.666,41.1,34.6,120,4.472,30.1,1450671,0.111934491,413.5,1070.96,43,2.01,5.21,87,415.51,1076.17,46,0,46.68143845,46.68143845,5.687528397,4.811690623,8250732.508,4.326189041,12.17614841,86.44000244,864.907959,778.4679565,278.735687,97.34870718,405227056.7,255.1328278,375.0931427,0,583572,583572,674.7694215,12469.59935,980982484,1,31,-57350549504,68566499328,1.26E+11,472859.363,4436460846,6.87E+11,168960944,4637012480,-30214815744,43493306368,73708122112,105533899.9,2362812803,1.53E+14,135261112,2435648230,-53211344896,35793211392,89004556288,105071884.3,2891920068,1.53E+14,-21749833,2901932262
VA,Giles County,2010,3,1,0,100,0,0,0,0,0,18.54994215,8.915027639,3.77,73,0.0749,3.7,52.2,59,-0.314,52.5,42.6,72,1.037,41.6,33,90,2.402,30.6,1231217,0.095001312,355.78,921.47,53,4.64,12.02,51,360.42,933.48,55,0,59.99286652,59.99286652,13.13991431,7.273247981,16178085.88,12.45610046,22.72269554,442.0488892,1328.415894,886.3670044,760.4426638,192.5768755,938074465.6,710.7692566,1051.325317,0,9406710,9406710,15023.47568,332763.2903,18532809368,2,33,-2.14E+11,2.37E+11,4.51E+11,1353113.449,8857676584,1.67E+12,445341792,9159573197,-1.23E+11,1.24E+11,2.47E+11,153070332,5206381456,1.89E+14,327502960,5422316288,-1.29E+11,1.34E+11,2.63E+11,151730618.2,5086239814,1.87E+14,-19598341,5241653043
VA,Greene County,2010,3,1,0,100,0,0,0,0,0,45.41584646,18.52608268,4.82,106,1.3428,3.48,57.9,100,3.702,54.2,46.8,107,4.043,42.8,35.8,116,4.499,31.3,541296,0.041766667,156.25,404.69,92,0.66,1.71,104,156.91,406.4,97,0,44.73187256,44.73187256,9.38807428,7.402271617,5081727.056,6.804608345,20.83481216,105.4195404,1105.744629,1000.325089,352.8980464,241.8617054,191022300.9,219.7596741,775.499115,0,467438,467438,524.2842086,9036.681279,283792945,1,34,-60399738880,99689799680,1.60E+11,-8511983.245,6434864505,-4.61E+12,382307744,6780388096,-40509452288,61994606592,1.03E+11,102762142.8,3911843962,5.56E+13,235993184,4093284992,-39766355968,44483313664,84249669632,111302745.6,3506503633,6.02E+13,-82925268,4012021376
VA,Halifax County,2010,3,1,0,100,0,0,0,0,0,16.84995323,8.385418363,5.49,108,1.6299,3.86,61.6,95,3.144,58.5,48.8,90,2.077,46.7,36,84,1.018,35,2808506,0.21670571,817.84,2118.2,4,11.79,30.54,33,829.63,2148.73,5,0,30.99777222,30.99777222,3.668982339,2.235485972,10304358.91,3.344863057,6.557517052,35.98508453,228.0457306,192.0606461,138.8449574,23.42139886,390188763.8,137.4249496,170.8208817,0,15387418,15387418,9469.808114,279395.9622,26612509314,1,30,-36748292096,36832968704,73581260800,-329863.5311,3217668393,-9.27E+11,264411808,3506117376,-19553380352,20015708160,39569088512,61549307.55,1827294010,1.73E+14,115261492,2001949952,-31953145856,24614709248,56567855104,61883942.97,1970231328,1.74E+14,-112426276,2354132941
VA,Loudoun County,2010,3,4,0,100,0,0,0,0,0,233.7306909,81.46175218,4.33,100,0.9729,3.36,57.7,112,5.189,52.5,47.6,118,5.436,42.2,37.5,121,5.699,31.8,1818527,0.140318441,515.56,1335.29,20,5.58,14.45,44,521.14,1349.75,21,0,47.2486763,47.2486763,3.767573693,3.454167071,6851434.485,2.684915066,8.206111145,3.660959244,584.6314087,580.9704494,140.7434451,64.06895785,256369955.7,130.5337219,201.8742676,0,1351270,1351270,1355.456527,29599.66179,2469019638,1,31,-74493296640,1.01E+11,1.76E+11,309310.0051,3921195746,5.63E+11,16215820,3960407552,-38274494464,39779270656,78053765120,66757795.84,2111548716,1.22E+14,46377888,2165677056,-61251391488,69382537216,1.31E+11,66557892.03,2392617885,1.21E+14,0,2256628736
VA,Madison County,2010,3,1,0,100,0,0,0,0,0,15.95412888,7.122978744,5.31,119,1.904,3.41,57.9,101,3.846,54.1,47,113,4.531,42.5,36.1,119,5.223,30.9,1114424,0.085989506,320.68,830.56,62,1.19,3.08,93,321.87,833.64,67,0,45.59273529,45.59273529,8.726977158,7.29509781,9725552.793,6.033074856,20.51736279,85.1915741,1228.761719,1143.570145,302.94716,244.4357606,337611585.9,187.7950516,718.7748901,0,849864,849864,1051.60392,20489.29306,1171932647,1,34,-88910553088,92411191296,1.81E+11,-1177210.614,6898432953,-1.31E+12,213930176,7308062669,-48251326464,61991944192,1.10E+11,127331264.3,4317107740,1.42E+14,182298896,4482930586,-66912198656,52613914624,1.20E+11,128540038.7,3611741091,1.43E+14,-10098292.5,4073465446
VA,Orange County,2010,3,1,0,100,0,0,0,0,0,37.7688293,16.48744713,4.53,100,1.0297,3.5,60.4,103,3.859,56.5,48.7,110,4.263,44.4,36.9,114,4.568,32.3,1187065,0.091594522,340.78,882.62,57,2.48,6.42,79,343.26,889.04,61,0,31.16113091,31.16113091,3.841450375,2.713504314,4560051.289,3.277429104,7.266247559,46.94082642,362.7564392,315.8156128,129.8358357,30.62630238,154123576.3,127.880043,164.60112,0,2271460,2271460,2074.929793,53639.38567,2463076535,1,30,-47106699264,56541360128,1.04E+11,-749488.4201,4053680466,-8.90E+11,259779424,4223574477,-34017642496,34901454848,68919097344,69363884.08,2240522272,8.23E+13,159686704,2331602995,-28534994944,37728006144,66263001088,70162477.29,2446401049,8.33E+13,-81567128,2667520256
VA,Page County,2010,3,2,0,100,0,0,0,0,0,29.58350749,14.26622083,5.33,120,2.0865,3.24,56.2,98,3.587,52.6,45.3,109,4.197,41.1,34.4,119,4.815,29.6,1087630,0.083922068,310.86,805.12,67,3.22,8.34,68,314.08,813.46,69,0,45.64604568,45.64604568,10.10201542,7.87517061,10987255.04,8.050815582,22.03419342,174.6398163,1228.343872,1053.704056,432.8113173,194.6358425,470738573.1,361.5354462,725.2496094,0,5359867,5359867,13025.66095,248810.3747,14167099619,2,32,-65282756608,75755487232,1.41E+11,-7899450.348,5296015649,-8.59E+12,185770016,5494438246,-46281297920,36662018048,82943315968,98238857.09,3286859510,1.07E+14,132543736,3304001971,-48848875520,39482531840,88331407360,106142070.3,3022355068,1.15E+14,0,2981313971
VA,Pittsylvania County,2010,3,1,0,100,0,0,0,0,0,25.09858099,12.35469419,5.37,109,1.5224,3.85,61,91,2.786,58.2,48.6,88,2.05,46.6,36.1,84,1.223,34.9,3316586,0.255909414,968.94,2509.54,1,9.23,23.91,41,978.17,2533.45,2,0,43.23411942,43.23411942,4.539186347,3.12432854,15054601.89,3.925128341,8.258706093,103.4203186,619.2762451,515.8559265,214.4566501,42.49629412,711550008.6,213.1890259,266.8768921,0,7821888,7821888,4468.573458,145845.3022,14826369249,1,29,-1.42E+11,1.41E+11,2.84E+11,-546981.874,3763946755,-1.81E+12,363224480,3910585523,-58486587392,61608247296,1.20E+11,70649124.31,2124278943,2.34E+14,155931800,2241672192,-79798312960,83773718528,1.64E+11,71197444.55,2330300979,2.36E+14,-147234680,2627906022
VA,Shenandoah County,2010,3,16,0,100,0,0,0,0,0,31.70051412,15.74924239,4.41,112,1.3816,3.03,56.9,99,3.489,53.4,45.4,107,3.865,41.5,33.9,116,4.248,29.7,1781412,0.13745463,508.78,1317.73,21,3.4,8.81,63,512.18,1326.54,23,0,45.33763123,45.33763123,7.954723638,6.339674362,14170640.15,6.042113304,17.58695679,116.5299988,1005.330444,888.8004456,380.8759556,141.8460355,679189049.4,340.4932556,582.3975952,0,2621880,2621880,5271.271412,100934.7667,9399884049,2,30,-50839482368,70583902208,1.21E+11,5753457.361,4861838880,1.03E+13,176515136,4876295168,-37157494784,36421533696,73579028480,106146999,2737427421,1.89E+14,150947584,2698516736,-46030950400,37340659712,83371610112,100395410.1,3024883775,1.79E+14,11377987,2915346944
VA,Warren County,2010,3,3,0,100,0,0,0,0,0,66.83173608,28.47625494,5.92,125,2.8552,3.06,56.9,101,4.184,52.7,46.1,114,4.55,41.6,35.4,119,5.027,30.4,759419,0.058597145,213.47,552.88,84,3.28,8.5,66,216.75,561.38,89,0,45.41129684,45.41129684,7.803532509,6.058885981,5926150.855,6.332074165,16.13057098,112.0425186,1058.985229,946.9427109,279.6062373,143.6808765,212338289.1,218.1230011,487.0266663,0,9719880,9719880,22371.91291,395018.838,16989655727,2,33,-50137497600,48484589568,98622087168,-5565396.262,4963549994,-4.23E+12,182250000,5351734784,-40590671872,37400215552,77990887424,116607485.6,2856426716,8.86E+13,141682176,3067703142,-34284126208,33451819008,67735945216,122183759.8,3040323356,9.28E+13,-8667729,3163779994
KS,Gove County,2010,4,3,0,100,0,0,0,0,0,0.969803518,0.495349122,3.65,118,1.857,1.79,68.5,87,2.377,66.1,54.4,101,2.846,51.6,40.3,110,3.322,37,3736181,0.288285571,1071.66,2775.586658,12,0.09,0.23,100,1071.75,2775.82,12,0,22.56977463,22.56977463,1.467609192,1.404857288,5483253.577,0.974067211,3.368529797,688.4512939,932.9321289,244.480835,816.5919268,49.13926259,3050935242,815.0003052,885.0390015,0,11468883,11468883,10156.29401,281940.8507,37945752724,2,34,-46064480256,83431661568,1.29E+11,587.2623373,2015777192,2194118387,37256836,1409115264,-29000343552,45592797184,74593140736,5446365.465,1061057245,2.03E+13,12495874,674965056,-37838864384,24903680000,62742544384,5475662.137,1231975442,2.05E+13,-19440790,768413376
KS,Lane County,2010,4,1,0,100,0,0,0,0,0,0.933971045,0.532083735,3.28,110,1.5144,1.77,69.2,91,2.597,66.6,54.8,103,3.002,51.8,40.3,110,3.315,37,2486948,0.191894136,717.45,1858.18697,63,0.21,0.54,91,717.66,1858.73,68,0,21.21609116,21.21609116,1.073136717,1.490311402,2668835.213,0.423592627,3.049111605,741.223877,898.1806641,156.9567871,842.0707423,29.38214184,2094186148,845.2506409,878.4880371,0,834035,834035,1314.836533,22861.65515,3269930087,2,42,-46008000512,51395846144,97403846656,84282.6811,1894558190,2.10E+11,5774414,1042479488,-38307753984,31713445888,70021199872,5616746.056,1024116338,1.40E+13,0,491810432,-26663239680,26613225472,53276465152,5612906.456,1134820991,1.40E+13,-863810.2188,482293331.2
KS,Lincoln County,2010,4,1,0,100,0,0,0,0,0,1.738496661,0.998938895,4.21,117,1.9117,2.3,72.1,119,6.195,65.9,58.4,118,5.237,53.2,44.8,117,4.393,40.4,2516294,0.194158488,719.4,1863.237447,59,1.06,2.75,71,720.46,1865.98,60,0,25.08675766,25.08675766,2.322580272,1.962367174,5844294.803,1.864029944,4.877156448,387.825531,559.772644,171.947113,458.5875383,33.48715647,1153941071,457.1807709,502.6230103,0,9688786,9688786,14974.41338,345194.22,37680026547,1,35,-40182050816,45619175424,85801226240,-465973.7341,2641306803,-1.17E+12,75937496,2168332032,-32658153472,29860919296,62519072768,32955405.82,1489984993,8.29E+13,47200612,1279172762,-28377266176,26911930368,55289196544,33612214.95,1551248120,8.46E+13,-555113.3125,1285716634
KS,Marion County,2010,4,1,0,100,0,0,0,0,0,5.129647997,2.4075461,2.1,51,-0.8005,2.9,72.3,119,5.996,66.3,59.6,121,5.354,54.2,47,119,4.829,42.2,3299669,0.25460409,944.29,2445.699873,20,9.44,24.45,18,953.73,2470.15,20,0,27.80059814,27.80059814,1.259845225,1.12642045,4157072.233,0.974625885,2.500761557,373.7252502,487.7574768,114.0322266,434.5817433,18.36774154,1433975906,434.3847351,459.7200989,0,2673806,2673806,1471.665862,42955.18266,4856010223,1,31,-48526434304,53851156480,1.02E+11,353791.6579,1792186376,1.17E+12,58574708,1292005376,-34232905728,28765851648,62998757376,7207412.576,935697429.2,2.38E+13,25419696,709003456,-29840193536,31597228032,61437421568,7002908.91,1106863747,2.31E+13,-20785866,715102720
