State,County,Year,Month,Flash Flood Occurrence Count,DSCI,None,D0,D1,D2,D3,D4,Population Density,Housing Unit Density,PCP Value,PCP Rank,PCP Anomaly (1901-2000 base period),1901-2000 PCP Mean,TMAX Value,TMAX Rank,TMAX Anomaly (1901-2000 base period),1901-2000 TMAX Mean,TAVG Value,TAVG Rank,TAVG Anomaly (1901-2000 base period),1901-2000 TAVG Mean,TMIN Value,TMIN Rank,TMIN Anomaly (1901-2000 base period),1901-2000 TMIN Mean,DEM Count,DEM Area,Land Area (Sq Mi),Land Area (Sq Km),Rank (Land Area),Water Area (Sq Mi),Water Area (Sq Km),Rank (Water Area),Total Area (Sq Mi),Total Area (Sq Km),Rank (Total Area),Slope Min,Slope Max,Slope Range,Slope Mean,Slope Std,Slope Sum,Slope Median,Slope Pct90,Elevation Min,Elevation Max,Elevation Range,Elevation Mean,Elevation Std,Elevation Sum,Elevation Median,Elevation Pct90,Flow Accumulation Min,Flow Accumulation Max,Flow Accumulation Range,Flow Accumulation Mean,Flow Accumulation Std,Flow Accumulation Sum,Flow Accumulation Median,Flow Accumulation Pct90,Curvature Min,Curvature Max,Curvature Range,Curvature Mean,Curvature Std,Curvature Sum,Curvature Median,Curvature Pct90,Planar Curvature Min,Planar Curvature Max,Planar Curvature Range,Planar Curvature Mean,Planar Curvature Std,Planar Curvature Sum,Planar Curvature Median,Planar Curvature Pct90,Profile Curvature Min,Profile Curvature Max,Profile Curvature Range,Profile Curvature Mean,Profile Curvature Std,Profile Curvature Sum,Profile Curvature Median,Profile Curvature Pct90
KS,Ellsworth County,2020,6,1,71,28.89533333,71.10466667,0,0,0,0,3.399864411,1.644148593,3.74,64,-0.3223,4.06,91.4,114,5.124,86.3,78.3,116,4.127,74.2,65.1,114,3.035,62.1,2513961,0.193978472,715.85,1854.042989,66,7.44,19.27,25,723.29,1873.31,56,0,27.84365082,27.84365082,2.20836721,2.051463715,5551749.039,1.687729359,4.672484398,421.5767822,592.8502197,171.2734375,508.0729314,32.21335851,1277275535,507.0158691,550.1444092,0,23818710,23818710,23641.98244,729660.457,59435021809,1,40,-60834361344,67848851456,1.29E+11,-305773.4999,3104168465,-7.69E+11,79734376,2451317760,-38252384256,35318525952,73570910208,28918251.88,1744362096,7.27E+13,30191992,1435796608,-32930342912,32830470144,65760813056,29405278.45,1824644892,7.39E+13,-22732274,1536554752
KS,Mitchell County,2020,6,1,87,15.616,82.354,2.03,0,0,0,3.098860745,1.676133618,4.7,93,0.7629,3.94,90.5,110,4.631,85.9,77.5,114,4.242,73.3,64.4,116,3.767,60.6,2524092,0.194760185,701.79,1817.627756,69,17.37,44.99,6,719.16,1862.62,64,0,22.63875771,22.63875771,1.69842468,1.565435024,4286980.147,1.343562841,3.408297491,396.0430908,581.3545532,185.3114624,458.4055903,25.76030671,1157057883,456.4680481,490.6685486,0,19812708,19812708,27849.28111,701383.8554,70294147644,1,42,-40969785344,39975002112,80944787456,324123.4324,2187140583,8.18E+11,66385986,1680829056,-27973959680,27820756992,55794716672,12493092.18,1184840397,3.15E+13,24318312,945995635.2,-29782513664,25783586816,55566100480,12384398.33,1327430861,3.13E+13,-19397384,1004176045
KS,Ottawa County,2020,6,1,19,80.98666667,19.01333333,0,0,0,0,3.065987239,1.435040466,4.07,68,-0.2083,4.28,91.5,115,5.743,85.8,78.8,120,5.012,73.8,66.2,121,4.393,61.8,2522427,0.194631713,720.73,1866.682131,57,0.6,1.55,79,721.33,1868.24,58,0,24.59140968,24.59140968,1.80304995,1.56755606,4548061.877,1.475677729,3.719739294,355.1399231,501.4413757,146.3014526,408.3895019,23.22129102,1030132706,406.2412415,437.8202942,0,23727502,23727502,42920.12432,909445.8676,1.08E+11,1,33,-45777575936,45562896384,91340472320,7230.99388,2302467450,18239654200,32194336,1862011264,-23502446592,21474938880,44977385472,35620627.38,1242076247,8.99E+13,23517422,1087368038,-30268788736,30053711872,60322500608,35803169.61,1394594958,9.03E+13,0,1079815424
VA,Alleghany County,2020,6,3,0,100,0,0,0,0,0,13.06569845,6.82365695,7.07,120,3.2035,3.87,77.7,17,-2.652,80.4,67.4,37,-1.056,68.5,57,71,0.452,56.5,1542254,0.11900108,445.46,1153.74,37,3.3,8.55,65,448.76,1162.28,39,0,55.47034836,55.47034836,15.17015264,8.202012612,23396228.59,14.92273521,26.30229454,302.3504333,1235.274536,932.9241028,622.2988956,172.658811,960876789.5,599.4020691,861.6983032,0,2835011,2835011,3824.795146,80759.68499,5905774390,2,32,-77609033728,87670710272,1.65E+11,4590513.481,9816280893,7.09E+12,317830080,11742705664,-47610392576,41584754688,89195147264,242053492.7,5818171508,3.74E+14,253009072,6628368640,-54507659264,44895068160,99402727424,237465622.9,5885213887,3.67E+14,0,6597176320
VA,Bedford County,2020,6,3,0,100,0,0,0,0,0,39.9292293,18.69701609,6.6,114,2.571,4.03,82.2,38,-0.643,82.8,72,74,0.661,71.3,61.7,94,1.856,59.8,2648546,0.204363117,753.02,1950.31,5,16.23,42.04,25,769.25,1992.35,7,0,47.25701523,47.25701523,8.008530967,6.022824917,21210962.66,6.325768471,16.65507126,162.5114136,1285.711304,1123.19989,319.234765,134.236567,845507959.8,277.3320007,481.0548401,0,11001806,11001806,2946.372226,127331.0476,7803602374,1,29,-1.10E+11,52428238848,1.63E+11,-2646559.76,5678660256,-7.01E+12,577401856,6103041536,-67398500352,34714980352,1.02E+11,128320287.2,3366611825,3.40E+14,243716352,3564319232,-42970263552,76451012608,1.19E+11,130969007.1,3392697033,3.47E+14,-189694216,4075961216
VA,Botetourt County,2020,6,3,0,100,0,0,0,0,0,23.79022562,10.54459297,7.12,120,3.1049,4.02,79.8,18,-2.448,82.2,69.6,35,-0.902,70.5,59.4,73,0.658,58.7,1868707,0.144190355,541.2,1401.7,15,4.71,12.2,50,545.91,1413.9,17,0,62.6211853,62.6211853,11.51805064,7.803728709,21523861.86,9.814300537,23.02141037,221.4706726,1286.234131,1064.763458,457.3688264,150.8165609,854688327.4,411.0708923,677.8543091,0,7106064,7106064,9927.434036,231418.609,18551465475,1,32,-77141860352,90082992128,1.67E+11,-1739665.339,8036657182,-3.25E+12,241813472,9169547878,-40860651520,41223831552,82084483072,234425926.8,4876742199,4.38E+14,267952192,5407945933,-56517697536,65604636672,1.22E+11,236165592.5,4642130774,4.41E+14,79725392,5026470195
VA,Campbell County,2020,6,1,0,100,0,0,0,0,0,42.33321664,19.07943804,5.48,109,1.7444,3.74,82.6,50,-0.095,82.7,72.4,79,0.893,71.5,62.3,102,1.993,60.3,1728102,0.133341204,503.87,1305.02,22,3.46,8.96,60,507.33,1313.98,25,0,35.27682114,35.27682114,4.884229362,3.419334311,8440446.529,4.103264332,9.157331753,107.5409622,436.4962769,328.9553146,212.3803175,40.44977585,367014851.4,210.3925705,265.4950226,0,11726062,11726062,5385.874736,183733.1527,9307340903,1,28,-50280333312,38675365888,88955699200,1583314.576,4133287487,2.74E+12,428374496,4209229389,-27423035392,28076187648,55499223040,81185392.58,2281506430,1.40E+14,178694920,2362952294,-29355483136,29309444096,58664927232,79603001.09,2608434767,1.38E+14,-170167912,2847067597
VA,Covington City,2020,6,1,0,100,0,0,0,0,0,390.8781484,207.6923077,7.81,123,4.0442,3.77,79.8,14,-3.06,82.9,69,28,-1.327,70.3,58.3,72,0.509,57.8,19462,0.001501698,5.47,14.17,130,0.2,0.52,112,5.67,14.69,130,0,33.02404785,33.02404785,7.173872289,6.23966564,139617.9025,5.381436348,16.72207737,355.5077209,608.2340698,252.7263489,415.8673667,54.53654051,8093610.691,394.8360291,501.0607727,0,2474513,2474513,33843.92498,269155.8321,658670468,2,35,-35816435712,35196436480,71012872192,-11611254.71,5788977719,-2.26E+11,43090576,5980378675,-28486094848,28662405120,57148499968,200334681.6,3064383761,3.90E+12,95230424,2738065587,-26655850496,31257171968,57913022464,211945935.6,3842658990,4.12E+12,48980134,4246103117
VA,Franklin County,2020,6,1,0,100,0,0,0,0,0,29.56519852,15.27692617,6.56,115,2.5887,3.97,81.2,26,-1.797,83,71.1,58,0.089,71,60.8,91,1.787,59,2417646,0.186546759,690.43,1788.21,7,21.12,54.7,23,711.55,1842.91,9,0,45.75933075,45.75933075,8.300388199,6.033175544,20067400.33,6.726758003,16.80292702,202.8021393,1081.489624,878.6874847,365.5963091,115.0774098,883882454.3,339.4043427,487.1253052,0,3370016,3370016,2124.990849,47599.27005,5137475625,1,30,-46706704384,55263596544,1.02E+11,364237.9146,6261530707,8.81E+11,605641088,6705360384,-35831877632,44479819776,80311697408,141873637.4,3729065707,3.43E+14,265896200,3852504704,-41764487168,38729347072,80493834240,141513076.1,3719369913,3.42E+14,-180349200,4507634176
VA,Frederick County,2020,6,1,0,100,0,0,0,0,0,85.36290735,33.45753924,5.23,104,1.3949,3.84,82.4,81,1.184,81.2,70,80,0.976,69,57.6,74,0.762,56.8,1450671,0.111934491,413.5,1070.96,43,2.01,5.21,87,415.51,1076.17,46,0,46.68143845,46.68143845,5.687528397,4.811690623,8250732.508,4.326189041,12.17614841,86.44000244,864.907959,778.4679565,278.735687,97.34870718,405227056.7,255.1328278,375.0931427,0,583572,583572,674.7694215,12469.59935,980982484,1,31,-57350549504,68566499328,1.26E+11,472859.363,4436460846,6.87E+11,168960944,4637012480,-30214815744,43493306368,73708122112,105533899.9,2362812803,1.53E+14,135261112,2435648230,-53211344896,35793211392,89004556288,105071884.3,2891920068,1.53E+14,-21749833,2901932262
VA,Giles County,2020,6,1,0,100,0,0,0,0,0,17.98110297,8.878604791,6.97,124,3.1177,3.85,78.4,45,-0.56,79,67.1,51,-0.201,67.3,55.8,63,0.167,55.6,1231217,0.095001312,355.78,921.47,53,4.64,12.02,51,360.42,933.48,55,0,59.99286652,59.99286652,13.13991431,7.273247981,16178085.88,12.45610046,22.72269554,442.0488892,1328.415894,886.3670044,760.4426638,192.5768755,938074465.6,710.7692566,1051.325317,0,9406710,9406710,15023.47568,332763.2903,18532809368,2,33,-2.14E+11,2.37E+11,4.51E+11,1353113.449,8857676584,1.67E+12,445341792,9159573197,-1.23E+11,1.24E+11,2.47E+11,153070332,5206381456,1.89E+14,327502960,5422316288,-1.29E+11,1.34E+11,2.63E+11,151730618.2,5086239814,1.87E+14,-19598341,5241653043
VA,Halifax County,2020,6,4,0,100,0,0,0,0,0,15.78606898,8.045682799,8.78,126,4.9503,3.83,83.1,33,-1.089,84.2,73.1,62,0.384,72.7,63,95,1.765,61.2,2808506,0.21670571,817.84,2118.2,4,11.79,30.54,33,829.63,2148.73,5,0,30.99777222,30.99777222,3.668982339,2.235485972,10304358.91,3.344863057,6.557517052,35.98508453,228.0457306,192.0606461,138.8449574,23.42139886,390188763.8,137.4249496,170.8208817,0,15387418,15387418,9469.808114,279395.9622,26612509314,1,30,-36748292096,36832968704,73581260800,-329863.5311,3217668393,-9.27E+11,264411808,3506117376,-19553380352,20015708160,39569088512,61549307.55,1827294010,1.73E+14,115261492,2001949952,-31953145856,24614709248,56567855104,61883942.97,1970231328,1.74E+14,-112426276,2354132941
VA,Highland County,2020,6,1,0,100,0,0,0,0,0,2.080644712,1.66098768,6.7,117,2.5052,4.19,75.5,35,-0.664,76.2,65,67,0.53,64.5,54.5,90,1.728,52.8,1435881,0.110793287,415.16,1075.26,42,0.7,1.81,102,415.86,1077.07,45,0,43.6321907,43.6321907,13.85704927,7.665252397,19897073.76,13.33355141,24.51120567,491.4595642,1382.333374,890.8738098,871.4030835,162.9821175,1253797413,864.3165894,1103.827148,0,376287,376287,528.8767412,8968.525072,760961606,2,29,-76343132160,52127772672,1.28E+11,3155006.023,7786131073,4.54E+12,173232416,8921311232,-39813517312,41535356928,81348874240,200024668.4,4786419950,2.88E+14,222921536,5206421248,-34114445312,36845989888,70960435200,196869662.5,4480830219,2.83E+14,58694938,4724493824
VA,Mecklenburg County,2020,6,1,0,100,0,0,0,0,0,17.21152589,10.81419078,9.89,126,6.0795,3.81,83.1,24,-1.821,84.9,73.7,67,0.467,73.2,64.2,110,2.661,61.5,2295562,0.177126698,625.48,1619.99,9,53.74,139.19,12,679.22,1759.17,10,0,26.77284813,26.77284813,2.992296445,1.929228891,6869002.012,2.774950862,5.430130482,55.00392151,185.0009003,129.9969788,108.9601686,21.97067255,250394716.8,107.7631149,138.2100739,0,16702310,16702310,14280.94093,462686.7836,32818159210,1,43,-35051286528,27301697536,62352984064,273657.8624,2685137107,6.29E+11,75957272,2947670272,-19064518656,17495517184,36560035840,55953152.66,1522075924,1.29E+14,41747152,1698478438,-19537426432,22798852096,42336278528,55682620.84,1653259310,1.28E+14,-26206634,1953014784
VA,Montgomery County,2020,6,1,0,100,0,0,0,0,0,98.75319883,40.91729651,6.01,116,2.2163,3.79,78.8,31,-1.267,80.1,68,50,-0.238,68.2,57.3,71,0.9,56.4,1325914,0.102308179,387.01,1002.35,48,2.25,5.83,81,389.26,1008.18,50,0,46.92967606,46.92967606,11.10756011,7.661851092,14727669.45,9.46078968,22.32477016,354.6578674,1147.213867,792.5559998,617.4940968,98.91608043,818744067.9,619.6712036,735.7906555,0,6690590,6690590,4837.356644,148111.2143,6413918897,1,29,-53419225088,58634825728,1.12E+11,-102757.2617,7841797718,-1.36E+11,328429696,8836277248,-40775315456,39896354816,80671670272,231921763.5,4586818674,3.08E+14,268167864,4961253581,-43869814784,44119719936,87989534720,232030359.3,4769382841,3.08E+14,0,5389112781
VA,Pittsylvania County,2020,6,4,0,100,0,0,0,0,0,23.82719217,11.59407133,5.62,106,1.7743,3.85,82.4,27,-1.711,84.1,72.2,52,-0.252,72.5,62,83,1.228,60.8,3316586,0.255909414,968.94,2509.54,1,9.23,23.91,41,978.17,2533.45,2,0,43.23411942,43.23411942,4.539186347,3.12432854,15054601.89,3.925128341,8.258706093,103.4203186,619.2762451,515.8559265,214.4566501,42.49629412,711550008.6,213.1890259,266.8768921,0,7821888,7821888,4468.573458,145845.3022,14826369249,1,29,-1.42E+11,1.41E+11,2.84E+11,-546981.874,3763946755,-1.81E+12,363224480,3910585523,-58486587392,61608247296,1.20E+11,70649124.31,2124278943,2.34E+14,155931800,2241672192,-79798312960,83773718528,1.64E+11,71197444.55,2330300979,2.36E+14,-147234680,2627906022
VA,Portsmouth City,2020,6,1,0,100,0,0,0,0,0,809.3365281,356.5397009,5.16,94,1.1471,4.01,83.9,62,0.451,83.4,75.6,79,1.09,74.5,67.3,94,1.736,65.6,158640,0.012240741,33.65,87.15,105,13.08,33.88,30,46.73,121.03,104,0,11.17453003,11.17453003,0.45209599,0.882054267,71720.50787,0.151308,1.246584189,-14.69212246,16.75086021,31.44298267,2.65621879,2.847130902,421382.5488,2.854183912,5.165348864,0,46631776,46631776,71263.16672,1815141.308,11305188768,2,73,-32996122624,53750935552,86747058176,-1637677.666,1789263304,-2.60E+11,0,1063266816,-19807997952,31712473088,51520471040,45660939.27,829258907.8,7.24E+12,0,494550643.2,-23957147648,25977108480,49934256128,48397299.81,1208044177,7.68E+12,0,726193152
VA,Pulaski County,2020,6,1,0,100,0,0,0,0,0,39.59890354,19.90488016,8.26,128,4.5052,3.75,78.7,32,-1.251,80,67.4,45,-0.449,67.8,56.1,67,0.36,55.7,1120335,0.086445602,319.86,828.43,63,9.74,25.23,39,329.6,853.66,65,0,57.53236771,57.53236771,10.20973972,7.517364051,11438328.75,8.301354408,21.30818367,499.5924683,1124.327637,624.7351685,665.7882612,88.7214719,745905891.6,640.2854004,798.2949707,0,6691433,6691433,8671.351847,198568.7907,9714818972,1,33,-78688649216,75720048640,1.54E+11,-6305303.851,7908473361,-7.06E+12,310631840,8907626496,-38960660480,39025385472,77986045952,205977375.2,4545579733,2.31E+14,233860928,4900696883,-52446605312,65353580544,1.18E+11,212285465.2,4873547168,2.38E+14,0,5342990950
VA,Roanoke City,2020,6,1,0,100,0,0,0,0,0,898.9559896,438.7453875,7.32,120,3.3459,3.97,82.4,29,-1.647,84,71.8,54,-0.051,71.9,61,84,1.35,59.7,146324,0.011290432,42.56,110.23,104,0.34,0.88,108,42.9,111.11,106,0,45.22730255,45.22730255,4.642088939,4.355413145,679249.022,3.331840515,10.39275732,269.5737,530.9160767,261.3423767,323.3340282,32.71531069,47311528.35,319.5241394,353.4872314,0,1324441,1324441,5093.258912,76278.33234,745266017,1,34,-59541921792,58886131712,1.18E+11,-1493654.611,4048996805,-2.19E+11,-29267578,4509849242,-35557466112,20908679168,56466145280,197535316.4,1927699904,2.89E+13,62083510,2138363763,-52112097280,44087484416,96199581696,199069563.8,2866765270,2.91E+13,77686300,3190058112
VA,Roanoke County,2020,6,3,0,100,0,0,0,0,0,148.9434942,64.79953283,7.2,121,3.195,4.01,80.3,28,-1.614,81.9,70,51,-0.137,70.1,59.6,81,1.259,58.3,856903,0.066119059,250.52,648.84,79,0.73,1.89,101,251.25,650.73,85,0,47.01011658,47.01011658,12.07217184,7.923350001,10344680.27,10.72338486,23.5932457,241.186615,1195.661133,954.4745178,529.1355538,184.5622392,453417843.4,480.6638794,814.2740723,0,1742810,1742810,1433.789809,36969.77254,1228618789,2,29,-59036106752,62974017536,1.22E+11,4248819.191,7743229002,3.64E+12,277923328,8869294285,-41216811008,41282637824,82499448832,208274340.7,4807594188,1.78E+14,293616960,5251541709,-39777427456,40034902016,79812329472,204025588,4348538103,1.75E+14,59397044,4901496934
VA,Rockingham County,2020,6,1,0,100,0,0,0,0,0,37.89979956,16.05758833,3.6,55,-0.4598,4.06,80.4,73,0.716,79.7,69.2,86,1.436,67.8,58.1,103,2.268,55.8,2957846,0.228228858,849.08,2199.11,3,4.27,11.06,52,853.35,2210.17,4,0,47.67395401,47.67395401,9.53230521,8.122193149,28195090.84,6.562282324,22.57654667,242.7329865,1335.358887,1092.6259,519.204887,194.1239143,1536818428,444.3067322,817.303009,0,4436736,4436736,2981.660831,88421.14041,8825555050,2,29,-53253308416,64703733760,1.18E+11,1529864.352,5520038922,4.53E+12,171175776,5670000128,-41283575808,39406440448,80690016256,114289101.7,3439324894,3.38E+14,144633720,3284848512,-43070287872,40695779328,83766067200,112761975.9,3144478695,3.34E+14,13058080,2959734016
VA,Salem City,2020,6,1,0,100,0,0,0,0,0,674.4291025,295.43282,7.23,121,3.3234,3.91,82.6,31,-1.525,84.1,71.7,58,-0.017,71.7,60.8,84,1.489,59.3,49440,0.003814815,14.44,37.4,113,0.1,0.26,117,14.54,37.66,113,0,29.06586456,29.06586456,4.221791656,3.852380927,208725.3795,3.088048577,9.434387589,292.7037354,440.65271,147.9489746,335.3196212,23.10349826,16578202.07,333.6192169,368.1474915,0,1197859,1197859,7297.546036,84970.07123,360790676,1,43,-34289657856,32256471040,66546128896,-12921900.52,4269954757,-6.39E+11,0,4557112218,-20134666240,24922439680,45057105920,123657477.3,2043019830,6.11E+12,46766356,2039731008,-19626842112,25107273728,44734115840,136582645.4,3019642103,6.75E+12,20510848,3219528550
VA,Smyth County,2020,6,1,0,100,0,0,0,0,0,25.42362753,12.88425258,4.17,61,-0.1553,4.33,76.5,25,-1.958,78.5,65.9,49,-0.478,66.4,55.3,78,1.007,54.3,1535224,0.118458642,450.93,1167.9,35,1.36,3.52,91,452.29,1171.43,38,0,55.42149734,55.42149734,13.2900156,7.789551995,20403150.9,12.56735802,23.99428787,504.27005,1746.087402,1241.817352,817.7965107,168.9713852,1255500830,778.4700317,1057.396484,0,796561,796561,1134.18474,20731.34481,1741227634,2,27,-1.19E+11,1.13E+11,2.32E+11,6669502.592,9972979646,1.02E+13,360703136,10425981952,-63644393472,62163836928,1.26E+11,280446682.3,5784991878,4.31E+14,505004912,5765221274,-72162295808,75476951040,1.48E+11,273780090,5881712738,4.20E+14,106352964,6453870080
VA,Tazewell County,2020,6,2,0,100,0,0,0,0,0,30.00207909,14.70810995,3.88,46,-0.5482,4.43,76,28,-1.528,77.5,65.5,46,-0.627,66.1,54.9,66,0.186,54.7,1766925,0.136336806,518.85,1343.82,19,1.13,2.93,94,519.98,1346.74,22,0,60.26203918,60.26203918,14.67135808,8.056834136,25923189.37,14.221632,25.74364548,505.9997253,1436.790405,930.7906799,832.0422554,136.8771804,1472030853,810.1630859,1014.654846,0,629045,629045,817.8147456,13400.72569,1446859856,1,32,-1.34E+11,1.57E+11,2.91E+11,-2674512.232,11919246283,-4.73E+12,143964848,13345224704,-76175343616,92771647488,1.69E+11,321539088.7,7153394539,5.69E+14,358848752,7847744358,-93519159296,1.02E+11,1.96E+11,324319463.1,6697406799,5.74E+14,157890304,7541454336
VA,Wythe County,2020,6,1,0,100,0,0,0,0,0,23.52647892,11.62945297,7.19,126,3.4041,3.79,76.3,15,-2.825,79.1,66,36,-0.807,66.8,55.6,82,1.115,54.5,1577490,0.121719907,461.82,1196.11,34,2.82,7.3,75,464.64,1203.41,37,0,55.2534523,55.2534523,10.25682403,7.10685357,16180037.34,8.642294884,20.57301083,565.3208008,1243.605957,678.2851563,753.2666616,99.47627172,1188270626,741.4517212,889.7490112,0,2932065,2932065,2606.404056,56890.24812,4111576335,1,29,-1.09E+11,1.06E+11,2.14E+11,-4094491.211,8910839612,-6.46E+12,279861344,9359620915,-57812447232,63344390144,1.21E+11,219003959.8,5006583623,3.45E+14,295237232,4971489894,-76586803200,81670914048,1.58E+11,223135792.6,5446130035,3.52E+14,11928416,5743383347
KS,Barton County,2020,7,1,41,58.69290323,41.30709677,0,0,0,0,10.89718857,5.302192385,7.81,124,4.3893,3.42,89.4,27,-3.122,92.5,77.9,33,-1.822,79.7,66.4,58,-0.501,66.9,3121140,0.240828704,895.4,2319.075354,29,5.23,13.55,36,900.63,2332.62,24,0,17.77770424,17.77770424,0.844259968,0.888239082,2635053.558,0.562754035,2.013170552,525.5001831,649.4348145,123.9346313,574.0323847,21.05886541,1791635437,574.7063599,602.7010498,0,36641312,36641312,23954.49897,849698.0766,74765344909,1,68,-29429499904,39781281792,69210781696,101471.8467,1279175094,3.17E+11,0,1066209984,-18288553984,19545131008,37833684992,22437633.69,675707746.8,7.00E+13,0,553516108.8,-20330321920,21024020480,41354342400,22701237.88,779456257.2,7.09E+13,0,655458348.8
KS,Cheyenne County,2020,7,2,197,0,9.588387097,83.87935484,6.532258065,0,0,0.988938262,0.553654155,2.79,65,-0.153,2.94,91.2,79,0.862,90.3,77.2,89,1.365,75.8,63.2,104,1.883,61.3,3603415,0.278041281,1019.89,2641.502974,15,1.06,2.75,71,1020.95,2644.25,15,0,29.60504341,29.60504341,2.169439181,2.53051938,7808989.619,1.106788635,5.687480927,914.1332397,1163.508301,249.375061,1054.44292,44.55105176,3799595435,1056.666626,1114.984619,0,2026874,2026874,1656.821227,39718.01441,5970214460,2,39,-96168517632,79094915072,1.75E+11,-99958.53084,3432853825,-3.60E+11,3638671.75,2045091840,-68208394240,55005380608,1.23E+11,18209381.87,1956464068,6.56E+13,75232.21875,1072182592,-41265008640,56205414400,97470423040,18339886.28,1947278896,6.61E+13,0,1073407488
KS,Douglas County,2020,7,6,23,77.48709677,22.51290323,0,0,0,0,96.62086862,43.06806257,7.71,116,3.7436,3.97,88.2,51,-1.505,89.7,79.1,78,0.518,78.6,70,112,2.555,67.4,1654092,0.127630556,455.87,1180.69788,101,18.77,48.61,5,474.64,1229.31,100,0,27.18739128,27.18739128,2.355536788,2.3348268,3896274.557,1.70417732,5.269273615,235.2426147,364.9827881,129.7401733,295.5255079,29.20018539,488826378.5,298.8008728,332.4656342,0,99125680,99125680,73055.50814,2625244.328,1.21E+11,1,44,-42674384896,58717761536,1.01E+11,167119.5395,2919874538,2.76E+11,27290040,2290979072,-31357210624,28393478144,59750688768,22306609.65,1503761411,3.69E+13,4643997.25,1209757517,-34106808320,27739944960,61846753280,22441809.88,1863738352,3.71E+13,0,1492262131
KS,Greenwood County,2020,7,1,151,0,49.23612903,50.76387097,0,0,0,1.998124142,1.22768231,7.41,114,3.6079,3.8,90,62,-1.028,91,80.1,84,0.967,79.1,70.2,114,2.968,67.2,3962085,0.305716435,1143.3,2961.133407,5,9.33,24.16,19,1152.63,2985.3,5,0,28.84533691,28.84533691,2.28231216,2.004602088,9042714.774,1.722341299,4.702505589,264.1754761,508.1494141,243.973938,359.0071176,45.99813719,1422416716,350.9494019,427.1426086,0,2196997,2196997,2196.658759,46309.21348,8703348721,2,28,-48429535232,53819199488,1.02E+11,-459049.5912,2522595892,-1.82E+12,162632816,1946926720,-30895243264,38857850880,69753094144,12496819.4,1300076234,4.95E+13,77143896,1020609536,-27501365248,32989603840,60490969088,13018620.88,1624539513,5.16E+13,-50819480,1287465984
KS,Jefferson County,2020,7,5,1,99.15548387,0.844516129,0,0,0,0,12.70660369,5.493941475,9.4,123,5.3994,4,87.5,45,-1.943,89.4,78.7,83,0.66,78,69.9,115,3.271,66.6,1949533,0.150426929,532.57,1379.349968,96,24.1,62.42,2,556.67,1441.77,94,0,24.70989227,24.70989227,2.802106005,2.458633651,5462798.126,2.363579988,5.62517786,247.9832611,364.2697449,116.2864838,310.2523089,26.36215123,604847114.5,312.6921997,343.7223206,0,96914448,96914448,35891.03471,1754794.467,69970756564,1,49,-58592268288,52749352960,1.11E+11,66433.31997,3288015407,1.30E+11,0,2704956928,-30589646848,32715589632,63305236480,20439668.95,1749001542,3.98E+13,0,1547309158,-26213357568,35862839296,62076196864,20790713.18,2071897728,4.05E+13,0,1654590003
KS,Jewell County,2020,7,1,82,43.62709677,31.12032258,25.25258065,0,0,0,1.239770626,0.744031281,9.59,126,6.1451,3.44,88.3,32,-3.042,91.3,77.8,58,-0.395,78.2,67.2,109,2.176,65,3227103,0.249004861,909.78,2356.319383,22,4.58,11.86,45,914.36,2368.18,21,0,22.63524628,22.63524628,2.168633629,1.702564691,6993936.703,1.830814838,4.251430321,424.0990295,600.7457886,176.646759,506.3217262,37.29927652,1633952361,506.7570496,554.5197144,0,1281308,1281308,1280.94071,27627.92287,4133727608,1,34,-39901437952,46822588416,86724026368,-213280.8608,2897927788,-6.88E+11,135500976,2436407296,-27616415744,31712090112,59328505856,8416489.309,1592337827,2.72E+13,44482328,1316983706,-31603384320,30555574272,62158958592,8818404.996,1722509694,2.85E+13,-55738692,1544258688
KS,Lyon County,2020,7,2,133,11.8683871,43.73806452,44.39354839,0,0,0,14.49198826,6.756488377,7.7,118,3.7609,3.94,89.1,59,-1.409,90.5,79.1,77,0.476,78.6,69,110,2.273,66.7,2963338,0.228652623,847.47,2194.937224,42,7.94,20.56,22,855.41,2215.5,43,0,22.83703613,22.83703613,1.569703202,1.289767918,4651561.147,1.293408036,3.055500269,316.1700134,466.6899109,150.5198975,368.4748995,26.60487898,1091915672,364.3476105,406.3500092,0,9609596,9609596,9634.641648,241837.1518,28550699711,1,30,-39871774720,42046988288,81918763008,156143.0522,2102484140,4.63E+11,122172360,1566527360,-21598889984,22760728576,44359618560,11055123.96,1077858862,3.28E+13,50985006,852453555.2,-32745365504,26910445568,59655811072,11120665.48,1310349708,3.30E+13,-42959024,978532851.2
KS,Marshall County,2020,7,4,0,100,0,0,0,0,0,4.276938828,2.030543469,8.61,124,4.8151,3.79,89.1,53,-1.435,90.5,78.8,87,0.733,78.1,68.4,112,2.797,65.6,3194271,0.246471528,900.18,2331.455497,23,4.92,12.74,38,905.1,2344.2,23,0,28.82390404,28.82390404,2.361660935,1.837959317,7538967.249,2.073004007,4.165223122,327.1814575,468.133606,140.9521484,395.4100384,25.72568607,1263046819,396.9442139,427.6634521,0,5953556,5953556,2646.08092,74649.24081,8452299546,1,31,-56701464576,55265058816,1.12E+11,178141.9291,2890205222,5.69E+11,163937984,2272152832,-35832778752,36283998208,72116776960,9958878.168,1552731369,3.18E+13,59725468,1292104320,-37487087616,36956827648,74443915264,10021258.32,1753498072,3.20E+13,-69298400,1343340800
